age,gender,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,mental_health_rating,exercise_frequency,diet_quality,internet_quality,exam_score,academic_risk_level,recommendations
20,Male,3.2,2.0,2.0,88.3,4.9,4,4,Fair,Poor,65.4,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
24,Male,2.4,2.8,0.7,99.8,8.1,2,3,Fair,Good,62.0,Medium Risk,['Focus on mental well-being and seek support if needed.']
24,Male,4.3,4.9,3.0,75.1,8.4,9,5,Fair,Good,74.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
23,Female,2.2,6.2,3.0,86.4,6.9,4,1,Good,Good,46.7,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
19,Female,3.5,3.2,2.4,85.8,8.0,9,2,Poor,Good,75.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
19,Female,3.5,2.3,2.2,74.3,6.7,5,3,Fair,Poor,78.1,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve internet access or use campus resources for online learning.']"
17,Female,5.1,3.1,3.7,94.6,6.4,7,1,Fair,Good,85.2,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
24,Female,4.2,3.6,1.8,100.0,6.1,5,3,Fair,Poor,75.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve internet access or use campus resources for online learning.']"
19,Male,3.5,2.1,0.5,84.8,6.1,2,4,Good,Average,64.2,Medium Risk,['Focus on mental well-being and seek support if needed.']
19,Female,4.7,4.7,2.3,90.1,4.6,6,1,Good,Good,69.7,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
17,Female,5.6,2.8,4.1,85.8,6.8,7,4,Good,Good,90.3,Low Risk,['Reduce entertainment screen time.']
19,Female,4.3,3.1,0.7,77.9,6.5,6,0,Good,Average,81.4,Low Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.']"
21,Male,3.5,3.3,1.4,66.8,7.4,3,1,Fair,Good,65.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
18,Male,1.5,3.0,2.3,77.9,6.6,10,3,Fair,Good,57.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.']"
23,Male,1.9,3.5,1.7,71.1,6.3,8,0,Fair,Good,57.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Increase weekly physical activity for better balance.']"
18,Male,3.0,1.8,0.7,100.0,5.5,3,4,Poor,Poor,56.7,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
17,Female,2.6,1.8,3.0,83.8,6.6,5,4,Fair,Good,62.3,Medium Risk,['Reduce entertainment screen time.']
20,Female,3.2,1.2,4.4,81.5,7.4,9,3,Good,Average,77.9,Medium Risk,['Reduce entertainment screen time.']
23,Male,3.6,3.0,2.0,93.9,5.1,5,0,Fair,Average,65.2,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
17,Other,4.3,3.4,0.8,73.8,6.6,7,6,Good,Average,76.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.']"
24,Female,3.4,3.0,0.1,77.3,6.8,7,5,Fair,Average,83.8,Low Risk,['Maintain current positive study and lifestyle habits.']
20,Male,4.2,4.5,2.1,85.7,5.6,5,2,Poor,Good,70.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
18,Male,3.6,2.5,3.0,95.3,5.8,2,3,Poor,Average,63.1,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
17,Male,0.5,3.3,2.3,90.0,6.8,5,4,Fair,Good,39.0,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
24,Male,2.1,1.2,1.8,87.5,5.1,7,1,Fair,Average,66.7,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
23,Male,3.3,2.0,1.2,85.8,6.9,7,0,Poor,Good,72.2,Medium Risk,"['Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
23,Male,1.7,3.3,0.6,89.0,5.4,4,5,Fair,Good,50.1,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Male,4.4,3.5,2.7,87.0,7.8,1,2,Fair,Good,62.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
24,Male,5.8,2.1,2.8,74.7,9.3,6,1,Fair,Good,96.6,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Increase weekly physical activity for better balance.']"
21,Female,5.3,2.4,0.1,85.5,5.5,3,0,Good,Good,85.8,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
19,Male,3.2,0.7,3.5,74.3,7.1,5,5,Good,Good,68.3,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
20,Female,5.7,2.1,2.4,85.8,5.6,4,3,Fair,Good,83.8,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
24,Male,3.7,3.6,3.3,80.2,7.7,2,5,Good,Poor,69.3,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
22,Other,3.0,3.2,0.3,100.0,5.0,7,3,Good,Good,65.3,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
19,Male,2.6,3.1,0.3,84.6,7.1,5,6,Good,Average,77.5,Medium Risk,['Reduce social media usage to improve focus.']
19,Male,3.0,2.6,1.6,71.0,5.5,7,0,Fair,Average,55.0,High Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
17,Other,2.9,2.5,2.4,83.7,6.3,9,5,Poor,Good,65.2,Medium Risk,"['Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
19,Female,3.8,1.7,3.8,90.2,5.3,4,2,Good,Average,58.1,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,3.7,3.3,2.6,100.0,7.5,5,5,Fair,Good,69.2,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
23,Male,3.5,3.0,1.5,79.1,5.5,9,0,Good,Average,67.4,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
22,Male,4.2,3.1,0.7,69.2,7.2,10,1,Good,Poor,79.9,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
19,Female,5.3,1.9,3.2,93.2,6.1,4,1,Fair,Average,85.7,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Female,4.9,0.0,0.7,71.2,6.4,5,5,Fair,Poor,96.2,Low Risk,"['Improve class attendance to at least 80%.', 'Improve internet access or use campus resources for online learning.']"
21,Female,1.3,3.8,3.6,80.6,6.7,5,5,Fair,Good,40.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
18,Female,0.0,1.9,1.5,82.4,5.6,8,3,Fair,Average,55.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
23,Male,4.9,1.5,3.5,84.3,6.8,4,0,Fair,Average,73.8,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
23,Female,1.4,3.3,2.5,91.9,8.3,4,3,Fair,Poor,46.5,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
22,Male,3.2,2.0,1.6,78.2,5.6,7,2,Fair,Average,60.5,Medium Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
23,Male,1.7,3.8,1.2,82.3,7.9,5,6,Poor,Good,55.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve diet quality to support better academic performance.']"
19,Male,0.8,3.2,1.4,84.9,8.3,6,1,Good,Average,45.1,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.']"
17,Female,4.3,3.3,2.3,86.5,5.5,6,4,Poor,Good,69.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
23,Male,4.6,0.9,1.9,86.0,4.8,6,4,Good,Good,81.3,Low Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
23,Male,2.6,4.0,1.1,89.4,6.9,10,0,Good,Good,66.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.']"
18,Female,0.0,2.8,1.6,93.4,5.8,5,0,Fair,Good,26.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
18,Male,2.7,2.1,1.9,88.9,8.7,5,4,Good,Poor,64.5,Medium Risk,['Improve internet access or use campus resources for online learning.']
20,Female,4.1,2.7,0.0,89.5,6.5,9,0,Fair,Average,87.1,Low Risk,['Increase weekly physical activity for better balance.']
21,Male,1.3,0.4,2.3,69.2,5.5,8,1,Good,Good,42.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
19,Female,3.8,3.0,0.7,85.5,5.1,4,2,Fair,Good,61.6,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
23,Female,3.5,1.3,0.5,89.8,7.8,7,2,Fair,Good,81.9,Low Risk,['Maintain current positive study and lifestyle habits.']
24,Male,4.4,0.9,0.0,92.3,5.8,8,3,Fair,Good,96.5,Low Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
23,Male,3.7,0.7,0.0,78.1,6.6,9,1,Fair,Average,85.1,Low Risk,['Increase weekly physical activity for better balance.']
17,Male,2.0,3.8,0.3,78.4,7.6,5,6,Fair,Poor,58.5,High Risk,"['Reduce social media usage to improve focus.', 'Improve internet access or use campus resources for online learning.']"
20,Male,5.3,1.7,1.0,79.3,5.9,3,0,Fair,Good,78.4,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Other,3.3,4.3,3.9,90.4,6.4,4,0,Fair,Good,56.4,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
24,Male,3.5,1.9,1.2,95.3,6.5,10,6,Poor,Average,92.6,Low Risk,['Improve diet quality to support better academic performance.']
20,Female,2.1,0.5,2.0,80.9,7.3,6,3,Poor,Good,62.3,Medium Risk,['Improve diet quality to support better academic performance.']
22,Male,2.8,1.2,2.2,94.1,7.2,10,3,Fair,Average,75.8,Medium Risk,['Reduce entertainment screen time.']
21,Female,2.2,4.0,1.9,86.2,6.2,5,0,Poor,Average,47.1,High Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
23,Female,3.2,2.3,1.7,83.8,6.6,9,0,Poor,Good,66.3,Medium Risk,"['Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
23,Female,6.1,1.8,0.5,82.9,6.1,3,6,Good,Good,98.3,Low Risk,['Focus on mental well-being and seek support if needed.']
21,Male,1.4,2.7,3.4,92.5,4.7,2,1,Poor,Average,29.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
23,Male,1.1,3.1,3.8,88.3,6.8,6,6,Good,Poor,45.5,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve internet access or use campus resources for online learning.']"
19,Male,5.7,3.8,0.0,100.0,8.8,7,3,Fair,Average,100.0,Low Risk,['Reduce social media usage to improve focus.']
21,Female,3.2,4.2,0.7,76.5,5.4,5,6,Good,Good,67.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
20,Female,2.5,2.1,1.5,90.2,5.6,1,6,Fair,Average,60.3,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Other,5.1,0.9,0.7,79.7,5.5,3,6,Fair,Good,87.0,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
24,Male,2.6,2.0,2.4,76.3,7.4,3,1,Fair,Good,48.5,High Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
23,Female,6.2,2.8,1.0,84.9,7.0,4,5,Fair,Good,100.0,Low Risk,['Focus on mental well-being and seek support if needed.']
19,Female,4.5,1.3,4.2,86.4,6.3,10,0,Fair,Average,82.1,Low Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
19,Male,2.8,1.4,3.1,100.0,5.4,6,4,Poor,Good,63.7,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
22,Male,6.7,2.9,2.0,83.2,6.6,5,6,Good,Average,100.0,Low Risk,['Maintain current positive study and lifestyle habits.']
20,Female,2.6,2.4,2.9,73.7,4.6,1,4,Fair,Average,41.9,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
18,Female,4.6,2.5,3.0,87.7,6.7,6,5,Fair,Poor,72.7,Medium Risk,"['Reduce entertainment screen time.', 'Improve internet access or use campus resources for online learning.']"
18,Female,3.9,1.6,1.2,64.3,7.5,9,0,Good,Average,74.3,Medium Risk,"['Improve class attendance to at least 80%.', 'Increase weekly physical activity for better balance.']"
